transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,total_amount,payment_method,shipping_cost
50,55,219,2023-10-06,4,8.18,0.1,29.45,Credit Card,7.25
51,4947,140,2024-01-14,3,19.66,0.0,58.98,Debit Card,8.9
52,4657,466,2022-04-14,1,10.25,0.0,10.25,Debit Card,16.57
53,1525,309,2024-09-02,3,59.94,0.0,179.82,Bank Transfer,4.11
54,3294,810,2024-04-10,1,24.15,0.05,22.94,Debit Card,22.35
55,3879,105,2023-07-29,1,26.79,0.05,25.45,Bank Transfer,11.98
56,1838,29,2022-12-23,1,17.94,0.1,16.15,Debit Card,8.38
57,4282,834,2023-03-06,1,12.31,0.0,12.31,Credit Card,8.6
58,2921,965,2023-09-15,2,89.35,0.0,178.7,Debit Card,10.32
59,614,888,2024-08-09,2,4.47,0.0,8.94,PayPal,23.23
60,47,127,2022-09-23,1,3.93,0.0,3.93,Debit Card,23.06
61,3462,278,2024-10-09,2,10.09,0.0,20.18,Bank Transfer,24.39
62,1696,527,2023-12-05,2,21.48,0.0,42.96,Debit Card,10.38
63,568,32,2023-10-23,1,10.37,0.0,10.37,Credit Card,6.27
64,3901,753,2024-08-24,1,56.55,0.0,56.55,Credit Card,3.42
65,2031,831,2024-03-05,1,2.35,0.0,2.35,Debit Card,23.87
66,4566,159,2022-11-20,1,22.53,0.0,22.53,PayPal,21.9
67,2977,150,2022-08-14,1,14.21,0.0,14.21,PayPal,5.74
68,4054,430,2022-04-15,2,5.92,0.0,11.84,Credit Card,19.79
69,2137,321,2023-12-05,1,21.23,0.0,21.23,Credit Card,11.62
70,92,475,2024-12-25,1,20.74,0.0,20.74,Debit Card,20.94
71,749,633,2024-07-15,5,19.75,0.0,98.75,Credit Card,15.63
72,4477,694,2024-09-12,1,18.98,0.0,18.98,PayPal,23.88
73,558,924,2024-06-20,2,17.77,0.0,35.54,Credit Card,10.62
74,4093,923,2023-01-24,1,50.93,0.0,50.93,Credit Card,10.45
75,4733,222,2023-12-24,5,13.76,0.0,68.8,Credit Card,22.0
76,1074,994,2024-12-24,3,14.63,0.2,35.11,PayPal,8.74
77,313,670,2024-03-04,2,20.74,0.05,39.41,Credit Card,6.66
78,3991,438,2022-11-10,1,27.44,0.2,21.95,Credit Card,23.82
79,4362,879,2023-12-12,1,14.0,0.0,14.0,Debit Card,20.98
80,1716,758,2022-09-10,1,19.36,0.05,18.39,Bank Transfer,10.1
81,1175,226,2022-05-06,1,5.98,0.0,5.98,Credit Card,23.04
82,3823,14,2023-03-10,1,38.89,0.1,35.0,Credit Card,19.86
83,1994,121,2023-03-30,1,11.05,0.15,9.39,Credit Card,12.24
84,4964,345,2022-06-04,1,3.38,0.15,2.87,Debit Card,16.26
85,2712,291,2022-08-11,1,20.99,0.0,20.99,Debit Card,8.11
86,3694,337,2023-07-05,2,12.11,0.0,24.22,Credit Card,10.17
87,3452,780,2023-04-27,1,9.65,0.0,9.65,PayPal,14.86
88,3364,395,2022-05-31,2,35.06,0.0,70.12,Credit Card,17.33
89,3260,731,2023-02-21,2,15.56,0.0,31.12,PayPal,11.0
90,1712,497,2023-03-21,1,3.01,0.0,3.01,Credit Card,20.07
91,3620,816,2024-04-16,1,124.23,0.0,124.23,Credit Card,12.42
92,4070,457,2023-02-14,1,3.0,0.0,3.0,Debit Card,20.95
93,1315,427,2023-12-16,2,42.83,0.0,85.66,Credit Card,10.3
94,4993,1,2023-09-06,1,78.73,0.05,74.79,Credit Card,8.15
95,3529,121,2022-08-01,4,11.05,0.0,44.2,Credit Card,8.09
96,786,390,2023-09-21,1,20.4,0.05,19.38,Bank Transfer,8.65
97,1394,293,2023-06-16,1,1.87,0.0,1.87,Credit Card,8.48
98,3243,250,2024-09-22,1,14.97,0.0,14.97,Credit Card,19.95
99,4688,707,2022-12-27,1,28.03,0.0,28.03,Debit Card,5.16
100,3851,942,2022-12-02,1,17.09,0.0,17.09,Debit Card,21.5
101,4325,837,2024-03-18,1,22.59,0.0,22.59,Credit Card,22.15
102,4873,431,2024-08-11,1,52.85,0.0,52.85,Debit Card,7.17
103,4226,95,2024-08-14,2,5.68,0.1,10.22,Debit Card,8.07
104,2519,806,2022-10-04,5,12.15,0.0,60.75,Credit Card,5.74
105,4807,37,2024-04-24,1,3.04,0.0,3.04,Debit Card,16.91
106,70,241,2024-02-14,2,33.46,0.0,66.92,Bank Transfer,23.45
107,3888,456,2024-11-08,1,12.46,0.15,10.59,Credit Card,8.32
108,530,803,2024-01-05,2,6.09,0.0,12.18,PayPal,8.19
109,379,412,2023-02-04,2,6.1,0.0,12.2,Debit Card,5.97
110,549,445,2022-02-16,1,45.48,0.0,45.48,Credit Card,23.79
111,2447,950,2022-07-30,1,21.17,0.0,21.17,Credit Card,7.31
112,1789,520,2023-05-22,1,43.15,0.0,43.15,Debit Card,8.48
113,4437,860,2023-03-28,1,23.36,0.2,18.69,Credit Card,18.14
114,3367,588,2024-05-17,1,20.42,0.0,20.42,Credit Card,20.99
115,2916,476,2023-10-14,1,8.05,0.2,6.44,Debit Card,12.51
116,3530,257,2023-04-19,1,8.44,0.0,8.44,PayPal,23.43
117,1541,142,2023-08-31,1,46.18,0.0,46.18,PayPal,16.84
118,1194,982,2022-04-23,1,42.87,0.15,36.44,PayPal,21.66
119,490,359,2022-09-12,1,7.0,0.0,7.0,Debit Card,22.21
120,3485,348,2023-06-07,1,6.13,0.1,5.52,Debit Card,24.84
121,115,348,2023-10-06,3,6.13,0.0,18.39,Credit Card,18.74
122,3507,855,2023-09-04,5,6.99,0.0,34.95,Credit Card,8.35
123,4953,720,2022-05-15,1,91.98,0.05,87.38,Bank Transfer,5.51
124,3416,173,2024-08-20,1,35.08,0.0,35.08,PayPal,5.5
125,4684,658,2023-09-14,2,35.03,0.0,70.06,Debit Card,21.02
126,4266,272,2023-07-03,3,23.02,0.0,69.06,PayPal,6.15
127,3202,968,2024-08-07,1,53.68,0.0,53.68,Credit Card,1.84
128,4511,173,2022-12-23,1,35.08,0.05,33.33,PayPal,11.38
129,2347,942,2024-07-09,1,17.09,0.0,17.09,Credit Card,10.26
130,125,804,2023-08-30,1,14.59,0.0,14.59,Credit Card,19.42
131,3206,671,2023-05-16,1,11.78,0.05,11.19,Bank Transfer,20.73
132,566,911,2023-12-28,2,6.56,0.0,13.12,Bank Transfer,20.13
133,1242,324,2024-03-30,1,11.29,0.0,11.29,PayPal,10.46
134,3321,628,2024-11-23,1,6.32,0.05,6.0,Debit Card,24.29
135,1596,971,2022-05-13,2,11.49,0.1,20.68,Debit Card,13.06
136,1466,324,2023-10-12,1,11.29,0.15,9.6,PayPal,13.65
137,3437,12,2022-05-07,2,21.22,0.0,42.44,Debit Card,12.34
138,1308,877,2024-02-27,1,28.51,0.05,27.08,Credit Card,19.92
139,4614,711,2024-01-22,1,16.79,0.15,14.27,Credit Card,20.55
140,624,743,2022-07-24,1,47.92,0.0,47.92,Debit Card,12.24
141,4395,535,2024-12-17,2,103.67,0.1,186.61,PayPal,1.57
142,3204,295,2022-04-29,1,35.74,0.0,35.74,Debit Card,18.98
143,2621,788,2022-03-10,1,31.43,0.0,31.43,Credit Card,24.51
144,4569,607,2023-12-23,1,51.47,0.0,51.47,Bank Transfer,8.47
145,2676,321,2024-05-26,1,21.23,0.0,21.23,Credit Card,21.43
146,3277,331,2024-06-25,4,63.47,0.15,215.8,Bank Transfer,8.51
147,2016,211,2022-08-23,2,28.35,0.0,56.7,Debit Card,11.65
148,4569,426,2024-08-27,1,3.4,0.05,3.23,Debit Card,23.26
149,3291,895,2022-02-12,1,25.77,0.0,25.77,Credit Card,12.51
150,2707,707,2023-12-06,1,28.03,0.0,28.03,PayPal,5.48
151,1813,673,2024-11-23,2,28.05,0.05,53.3,Credit Card,11.08
152,1534,325,2023-11-10,2,146.68,0.05,278.69,PayPal,4.64
153,593,765,2024-09-07,2,18.87,0.0,37.74,Debit Card,24.15
154,709,368,2024-07-10,3,50.36,0.0,151.08,Debit Card,6.48
155,3366,614,2024-05-02,3,10.59,0.0,31.77,Credit Card,6.71
156,3358,908,2022-10-25,1,14.11,0.05,13.4,Debit Card,8.92
157,3666,919,2023-11-18,1,10.32,0.05,9.8,Credit Card,10.31
158,657,142,2024-08-23,2,46.18,0.0,92.36,Credit Card,22.87
159,3036,351,2024-02-13,1,15.88,0.05,15.09,PayPal,10.96
160,3481,671,2022-04-23,1,11.78,0.0,11.78,Credit Card,23.97
161,4811,927,2024-11-17,2,20.64,0.15,35.09,Credit Card,23.59
162,2492,633,2022-08-27,1,19.75,0.1,17.78,Credit Card,12.31
163,2501,593,2024-12-03,1,37.02,0.1,33.32,Credit Card,5.93
164,576,844,2024-03-27,1,8.88,0.0,8.88,Credit Card,15.22
165,1229,936,2024-11-19,4,78.32,0.0,313.28,Debit Card,9.71
166,3531,198,2023-01-09,1,20.67,0.05,19.64,Debit Card,19.84
167,4399,661,2023-04-21,1,12.13,0.0,12.13,PayPal,11.89
168,2037,962,2023-06-08,1,22.55,0.2,18.04,Credit Card,8.32
169,1726,530,2022-12-06,1,23.01,0.0,23.01,Credit Card,8.86
170,1313,701,2022-12-29,1,7.15,0.0,7.15,Credit Card,9.65
171,2861,892,2024-01-03,1,71.79,0.0,71.79,PayPal,12.33
172,2870,757,2024-06-11,1,15.62,0.0,15.62,Bank Transfer,8.94
173,4165,622,2024-08-15,1,62.39,0.0,62.39,Credit Card,10.88
174,3524,281,2024-09-21,1,15.87,0.0,15.87,PayPal,22.92
175,1583,562,2023-11-16,1,17.04,0.0,17.04,PayPal,20.8
176,3561,518,2024-01-11,1,9.61,0.0,9.61,Debit Card,7.22
177,4208,667,2024-05-12,4,6.4,0.0,25.6,Credit Card,10.32
178,4680,808,2023-07-14,2,41.91,0.0,83.82,Bank Transfer,16.03
179,2296,269,2022-08-21,1,33.57,0.0,33.57,Debit Card,18.32
180,3548,157,2022-01-01,3,35.2,0.0,105.6,Credit Card,18.53
181,3458,90,2024-03-27,1,31.42,0.0,31.42,Debit Card,17.9
182,4811,261,2022-01-13,5,37.8,0.0,189.0,Debit Card,13.52
183,3412,521,2022-09-27,1,95.09,0.1,85.58,Debit Card,10.98
184,1148,811,2024-04-03,3,3.56,0.1,9.61,Credit Card,8.96
185,116,809,2022-03-27,2,18.86,0.0,37.72,Credit Card,6.3
186,2082,216,2022-07-27,2,59.19,0.0,118.38,Credit Card,7.96
187,2018,999,2023-03-10,5,17.2,0.15,73.1,PayPal,11.53
188,2512,866,2024-07-30,1,15.2,0.2,12.16,Bank Transfer,22.27
189,2564,771,2023-05-10,1,47.79,0.0,47.79,Debit Card,18.76
190,4185,354,2023-11-01,1,7.07,0.2,5.66,Credit Card,24.57
191,4146,716,2023-12-14,2,13.5,0.05,25.65,Credit Card,22.59
192,772,163,2023-06-22,1,8.17,0.0,8.17,Bank Transfer,14.82
193,1588,725,2022-07-13,3,15.29,0.0,45.87,Credit Card,19.64
194,2977,826,2023-04-13,1,27.35,0.0,27.35,Bank Transfer,22.44
195,1965,190,2024-06-01,1,23.59,0.0,23.59,PayPal,11.7
196,63,864,2022-04-27,2,13.57,0.1,24.43,Debit Card,15.3
197,777,18,2022-03-12,2,5.42,0.15,9.21,Debit Card,17.86
198,3433,705,2023-01-18,1,15.83,0.0,15.83,Debit Card,16.63
199,3565,936,2022-02-22,1,78.32,0.0,78.32,Credit Card,4.7
200,61,259,2022-05-16,1,108.28,0.0,108.28,Credit Card,12.57
201,823,87,2024-11-21,1,14.24,0.0,14.24,Credit Card,13.45
202,4797,455,2024-03-13,3,13.71,0.2,32.9,Credit Card,7.62
203,830,416,2022-01-20,1,50.49,0.0,50.49,Bank Transfer,2.49
204,3076,134,2023-01-26,1,16.09,0.0,16.09,Credit Card,6.62
205,1858,656,2022-12-25,1,26.55,0.0,26.55,Debit Card,21.09
206,1820,884,2023-06-26,1,91.9,0.2,73.52,Debit Card,8.27
207,4228,265,2022-12-31,3,6.02,0.0,18.06,PayPal,16.49
208,1727,324,2024-03-26,2,11.29,0.0,22.58,Debit Card,20.56
209,2897,520,2022-09-25,1,43.15,0.0,43.15,Debit Card,7.49
210,2676,455,2023-08-07,2,13.71,0.0,27.42,Debit Card,13.89
211,3766,469,2024-07-21,1,35.68,0.0,35.68,Credit Card,9.13
212,2498,729,2022-10-24,1,14.4,0.0,14.4,Credit Card,16.42
213,3437,46,2023-02-24,1,55.28,0.0,55.28,Credit Card,7.52
214,2305,148,2024-10-04,1,39.14,0.0,39.14,Credit Card,6.79
215,2238,188,2024-03-20,1,9.05,0.0,9.05,Credit Card,12.9
216,2732,406,2024-09-30,2,25.46,0.0,50.92,Credit Card,20.91
217,4207,293,2023-06-06,2,1.87,0.0,3.74,Credit Card,19.77
218,4904,147,2022-01-19,1,2.1,0.05,2.0,Credit Card,17.65
219,1066,542,2023-12-30,4,25.02,0.0,100.08,Credit Card,9.78
220,3570,856,2024-07-27,2,4.28,0.0,8.56,Credit Card,22.54
221,4041,383,2024-05-21,1,145.12,0.0,145.12,Credit Card,8.17
222,3847,781,2024-12-19,1,18.37,0.2,14.7,Credit Card,9.11
223,3832,409,2022-03-05,2,9.31,0.0,18.62,Credit Card,16.19
224,3837,420,2024-10-04,3,33.22,0.0,99.66,Debit Card,16.09
225,4141,753,2022-12-04,3,56.55,0.05,161.17,Credit Card,9.42
226,1467,588,2024-09-20,1,20.42,0.0,20.42,Credit Card,19.98
227,1523,637,2022-03-08,1,4.06,0.05,3.86,Credit Card,8.49
228,2568,827,2022-08-18,2,31.03,0.1,55.85,Credit Card,5.39
229,2336,10,2023-03-03,1,6.04,0.05,5.74,Credit Card,21.35
230,802,883,2022-05-09,1,53.09,0.0,53.09,Debit Card,2.46
231,2510,519,2024-07-20,1,71.42,0.0,71.42,Credit Card,10.33
232,3720,854,2023-04-11,1,19.38,0.1,17.44,PayPal,7.79
233,1463,187,2023-11-28,2,15.16,0.0,30.32,PayPal,9.99
234,714,749,2022-09-25,2,39.5,0.05,75.05,Debit Card,15.49
235,2540,231,2023-04-21,3,14.18,0.0,42.54,Bank Transfer,12.75
236,4506,911,2023-04-15,1,6.56,0.2,5.25,Debit Card,19.44
237,2179,558,2022-10-24,1,64.76,0.0,64.76,PayPal,1.3
238,4139,329,2022-10-26,1,4.6,0.0,4.6,Credit Card,22.18
239,2955,471,2024-03-03,1,91.9,0.0,91.9,Debit Card,1.69
240,961,38,2024-06-15,1,55.87,0.0,55.87,Debit Card,7.21
241,965,174,2023-12-19,1,8.28,0.0,8.28,PayPal,16.46
242,3406,982,2023-02-07,4,42.87,0.1,154.33,Debit Card,13.49
243,2427,397,2023-09-02,1,41.51,0.0,41.51,Credit Card,23.13
244,2672,651,2023-11-05,3,32.78,0.1,88.51,Credit Card,21.88
245,344,514,2022-11-22,2,13.81,0.15,23.48,PayPal,11.12
246,1115,598,2023-07-29,1,11.82,0.0,11.82,Bank Transfer,18.0
247,1043,75,2024-09-17,1,20.79,0.0,20.79,Debit Card,21.42
248,4600,868,2024-02-03,1,36.37,0.0,36.37,Credit Card,20.82
249,256,391,2022-05-11,3,5.18,0.0,15.54,Credit Card,16.47
250,4499,927,2022-11-06,1,20.64,0.0,20.64,Debit Card,24.5
251,2251,834,2022-11-18,2,12.31,0.0,24.62,Credit Card,15.72
252,3398,335,2022-05-03,2,12.51,0.1,22.52,PayPal,12.74
253,4049,284,2024-03-01,2,9.39,0.15,15.96,Debit Card,13.29
254,959,89,2022-09-30,2,60.59,0.0,121.18,Debit Card,11.52
255,1360,810,2024-08-19,1,24.15,0.0,24.15,Credit Card,12.46
256,1585,484,2023-02-07,1,31.52,0.05,29.94,Credit Card,18.74
257,1032,688,2024-06-19,3,26.22,0.05,74.73,Credit Card,9.55
258,3628,151,2022-10-25,1,55.61,0.0,55.61,PayPal,13.0
259,3336,595,2024-11-08,1,60.7,0.0,60.7,Credit Card,10.75
260,469,477,2023-09-18,3,10.88,0.0,32.64,Debit Card,5.95
261,2047,878,2022-02-02,5,30.45,0.0,152.25,Debit Card,21.95
262,1670,68,2023-12-30,2,11.05,0.0,22.1,Bank Transfer,10.23
263,3579,504,2024-04-01,1,23.77,0.0,23.77,Debit Card,15.54
264,532,347,2022-07-29,1,13.07,0.0,13.07,Debit Card,18.21
265,4190,152,2022-11-07,1,19.1,0.1,17.19,Debit Card,23.45
266,3587,729,2022-01-02,1,14.4,0.0,14.4,Credit Card,12.26
267,4764,345,2023-12-24,1,3.38,0.0,3.38,PayPal,12.12
268,441,105,2022-07-20,1,26.79,0.0,26.79,Debit Card,18.9
269,4958,264,2022-03-26,3,36.93,0.0,110.79,Credit Card,22.29
270,4502,691,2022-08-02,5,57.51,0.0,287.55,Credit Card,10.62
271,3375,698,2023-08-12,1,48.73,0.0,48.73,Credit Card,19.16
272,1379,603,2023-10-12,1,18.57,0.0,18.57,Bank Transfer,19.29
273,3899,313,2023-04-14,5,85.92,0.2,343.68,Credit Card,14.73
274,2027,371,2022-11-29,1,63.81,0.0,63.81,Debit Card,10.1
275,3335,176,2023-04-05,3,57.63,0.0,172.89,Debit Card,9.8
276,1466,214,2024-02-24,1,30.89,0.0,30.89,Credit Card,13.57
277,1696,533,2022-01-17,1,19.49,0.0,19.49,Credit Card,17.57
278,826,436,2022-02-16,2,36.37,0.0,72.74,Debit Card,21.73
279,1255,315,2023-11-09,1,41.55,0.0,41.55,Credit Card,5.82
280,600,714,2022-02-01,3,38.38,0.2,92.11,Credit Card,11.99
281,3651,742,2023-12-13,2,30.01,0.0,60.02,Credit Card,23.33
282,2437,907,2023-02-22,2,22.43,0.2,35.89,Debit Card,11.27
283,3483,842,2022-04-13,1,35.86,0.0,35.86,Credit Card,22.69
284,4528,561,2024-06-16,2,9.69,0.0,19.38,Credit Card,24.07
285,4967,674,2024-05-01,3,21.43,0.0,64.29,Credit Card,7.18
286,735,651,2022-04-02,2,32.78,0.0,65.56,Credit Card,24.36
287,1107,253,2023-04-21,1,12.0,0.0,12.0,Bank Transfer,12.25
288,248,283,2022-05-18,3,21.4,0.0,64.2,Debit Card,9.46
289,1784,826,2024-01-06,2,27.35,0.0,54.7,Credit Card,14.53
290,283,442,2024-02-15,5,19.27,0.0,96.35,Debit Card,7.18
291,52,397,2022-07-14,2,41.51,0.1,74.72,Credit Card,18.48
292,3226,980,2024-12-08,3,10.29,0.0,30.87,Debit Card,5.18
293,1451,483,2024-02-27,2,18.0,0.0,36.0,Credit Card,10.44
294,289,797,2024-10-08,1,60.23,0.1,54.21,Credit Card,3.63
295,546,611,2024-07-11,1,19.28,0.2,15.42,Credit Card,7.21
296,750,445,2024-10-09,1,45.48,0.0,45.48,Debit Card,12.9
297,2467,223,2022-07-26,1,5.01,0.0,5.01,Credit Card,20.2
298,589,498,2023-07-07,1,13.13,0.0,13.13,Credit Card,7.88
299,2793,879,2022-06-05,2,14.0,0.0,28.0,Credit Card,10.41
300,3915,912,2022-12-03,2,23.22,0.0,46.44,PayPal,19.91
301,2568,374,2023-10-18,1,3.47,0.0,3.47,Credit Card,15.48
302,3583,169,2024-05-23,1,36.61,0.1,32.95,Bank Transfer,16.93
303,180,241,2023-10-15,1,33.46,0.0,33.46,Debit Card,17.9
304,3278,734,2024-09-10,3,45.71,0.15,116.56,Credit Card,19.64
305,2177,173,2023-09-17,2,35.08,0.0,70.16,Credit Card,9.97
306,217,865,2022-05-19,1,31.87,0.1,28.68,Credit Card,16.49
307,736,27,2023-04-10,1,129.86,0.0,129.86,Bank Transfer,12.55
308,100,110,2023-06-30,1,51.37,0.1,46.23,Credit Card,5.65
309,2376,40,2022-05-23,2,28.45,0.0,56.9,Credit Card,21.48
310,4733,831,2024-10-20,1,2.35,0.2,1.88,Credit Card,19.48
311,3047,465,2022-08-27,1,19.5,0.2,15.6,Credit Card,6.82
312,1277,306,2022-04-10,1,13.58,0.15,11.54,Credit Card,24.79
313,2582,515,2023-03-01,1,36.49,0.1,32.84,Debit Card,22.65
314,353,919,2023-04-29,1,10.32,0.0,10.32,PayPal,13.23
315,130,806,2024-03-20,3,12.15,0.0,36.45,PayPal,12.12
316,3469,855,2023-09-25,1,6.99,0.0,6.99,Bank Transfer,16.71
317,4042,296,2024-03-06,3,30.47,0.0,91.41,PayPal,15.16
318,4747,789,2022-07-09,1,12.84,0.0,12.84,Debit Card,5.84
319,3916,436,2024-09-19,1,36.37,0.0,36.37,PayPal,22.46
320,510,626,2023-02-16,2,14.59,0.0,29.18,Bank Transfer,15.77
321,4796,130,2023-07-03,1,26.15,0.1,23.54,Credit Card,22.49
322,2119,673,2022-03-10,1,28.05,0.05,26.65,Debit Card,17.27
323,1022,837,2023-06-30,2,22.59,0.05,42.92,Debit Card,6.27
324,4862,895,2022-11-03,1,25.77,0.0,25.77,Bank Transfer,6.86
325,4019,582,2023-09-14,1,23.44,0.0,23.44,PayPal,13.42
326,3341,455,2024-07-02,1,13.71,0.0,13.71,Credit Card,17.27
327,4518,417,2024-01-09,1,6.18,0.0,6.18,PayPal,19.73
328,4962,803,2022-03-16,2,6.09,0.0,12.18,Debit Card,6.44
329,4823,535,2023-11-16,2,103.67,0.0,207.34,Bank Transfer,0.67
330,694,215,2024-07-02,1,35.67,0.0,35.67,Credit Card,5.28
331,1700,142,2024-11-11,1,46.18,0.0,46.18,PayPal,16.52
332,1024,841,2023-12-06,2,34.99,0.1,62.98,Bank Transfer,6.68
333,4056,445,2022-01-09,1,45.48,0.0,45.48,Credit Card,22.18
334,3759,79,2023-10-29,1,17.26,0.0,17.26,Debit Card,14.62
335,964,92,2024-05-04,1,53.56,0.0,53.56,PayPal,1.83
336,2685,410,2024-07-16,1,28.44,0.0,28.44,PayPal,9.96
337,3186,459,2024-12-02,2,118.66,0.0,237.32,Debit Card,10.09
338,3207,328,2022-01-24,1,7.55,0.2,6.04,Credit Card,21.03
339,938,966,2023-09-17,2,15.52,0.0,31.04,Credit Card,8.41
340,4300,309,2024-11-09,1,59.94,0.0,59.94,Credit Card,5.1
341,189,275,2023-10-30,3,11.65,0.05,33.2,Bank Transfer,24.78
342,2460,488,2024-08-04,1,13.03,0.0,13.03,Credit Card,6.94
343,3228,164,2023-01-17,1,21.43,0.0,21.43,Credit Card,10.49
344,3294,824,2023-11-06,1,13.57,0.1,12.21,Debit Card,12.93
345,1656,154,2022-07-21,1,26.35,0.2,21.08,Credit Card,11.12
346,1607,264,2022-05-21,1,36.93,0.0,36.93,PayPal,9.23
347,4357,872,2022-07-29,1,15.64,0.0,15.64,Credit Card,17.76
348,4194,463,2024-09-20,1,14.34,0.0,14.34,Credit Card,14.02
349,4464,733,2023-03-22,1,9.87,0.0,9.87,PayPal,9.16
350,552,365,2024-04-10,1,29.32,0.15,24.92,PayPal,15.52
351,1316,486,2024-10-01,1,12.1,0.0,12.1,PayPal,12.0
352,1781,966,2022-06-08,2,15.52,0.0,31.04,Debit Card,18.1
353,2953,719,2022-06-18,1,10.51,0.0,10.51,Debit Card,12.84
354,3319,734,2023-07-02,2,45.71,0.15,77.71,Debit Card,17.94
355,1076,893,2024-11-08,2,17.32,0.1,31.18,Credit Card,16.18
356,4502,836,2022-12-03,3,16.36,0.0,49.08,Credit Card,9.45
357,786,56,2024-02-13,2,26.84,0.05,51.0,Bank Transfer,20.78
358,4797,478,2022-06-27,1,4.82,0.15,4.1,PayPal,5.83
359,3545,717,2023-11-23,1,18.77,0.0,18.77,Debit Card,20.59
360,222,406,2022-01-22,1,25.46,0.0,25.46,Bank Transfer,22.21
361,1226,255,2023-10-03,1,27.44,0.05,26.07,PayPal,23.45
362,3277,62,2023-08-05,4,29.16,0.05,110.81,Credit Card,20.59
363,439,75,2022-07-29,1,20.79,0.0,20.79,Credit Card,7.29
364,1808,978,2024-05-26,2,39.97,0.05,75.94,Credit Card,12.97
365,850,227,2022-09-15,2,28.86,0.0,57.72,PayPal,10.11
366,1755,34,2024-01-28,1,20.38,0.0,20.38,Bank Transfer,12.95
367,4339,76,2022-03-14,2,47.18,0.1,84.92,Credit Card,5.7
